phase_id,cycle_id,phase_name,phase_order,duration_seconds
CYC_0299_P5,CYC_0299,REPOSITION,5,12.69
CYC_0300_P1,CYC_0300,DIG,1,9.14
CYC_0300_P2,CYC_0300,LIFT,2,6.96
CYC_0300_P3,CYC_0300,SWING,3,8.04
CYC_0300_P4,CYC_0300,DUMP,4,6.06
CYC_0300_P5,CYC_0300,REPOSITION,5,10.1
CYC_0301_P1,CYC_0301,DIG,1,10.33
CYC_0301_P2,CYC_0301,LIFT,2,6.38
CYC_0301_P3,CYC_0301,SWING,3,6.28
CYC_0301_P4,CYC_0301,DUMP,4,5.95
CYC_0301_P5,CYC_0301,REPOSITION,5,8.96
CYC_0302_P1,CYC_0302,DIG,1,11.19
CYC_0302_P2,CYC_0302,LIFT,2,7.32
CYC_0302_P3,CYC_0302,SWING,3,8.93
CYC_0302_P4,CYC_0302,DUMP,4,5.48
CYC_0302_P5,CYC_0302,REPOSITION,5,13.49
CYC_0303_P1,CYC_0303,DIG,1,9.67
CYC_0303_P2,CYC_0303,LIFT,2,6.41
CYC_0303_P3,CYC_0303,SWING,3,6.3
CYC_0303_P4,CYC_0303,DUMP,4,5.28
CYC_0303_P5,CYC_0303,REPOSITION,5,9.45
CYC_0304_P1,CYC_0304,DIG,1,10.16
CYC_0304_P2,CYC_0304,LIFT,2,5.95
CYC_0304_P3,CYC_0304,SWING,3,6.54
CYC_0304_P4,CYC_0304,DUMP,4,5.47
CYC_0304_P5,CYC_0304,REPOSITION,5,9.19
CYC_0305_P1,CYC_0305,DIG,1,10.25
CYC_0305_P2,CYC_0305,LIFT,2,5.33
CYC_0305_P3,CYC_0305,SWING,3,6.65
CYC_0305_P4,CYC_0305,DUMP,4,5.48
CYC_0305_P5,CYC_0305,REPOSITION,5,9.85
CYC_0306_P1,CYC_0306,DIG,1,11.06
CYC_0306_P2,CYC_0306,LIFT,2,5.57
CYC_0306_P3,CYC_0306,SWING,3,7.18
CYC_0306_P4,CYC_0306,DUMP,4,5.68
CYC_0306_P5,CYC_0306,REPOSITION,5,10.21
CYC_0307_P1,CYC_0307,DIG,1,10.78
CYC_0307_P2,CYC_0307,LIFT,2,6.21
CYC_0307_P3,CYC_0307,SWING,3,6.67
CYC_0307_P4,CYC_0307,DUMP,4,5.75
CYC_0307_P5,CYC_0307,REPOSITION,5,12.65
CYC_0308_P1,CYC_0308,DIG,1,9.76
CYC_0308_P2,CYC_0308,LIFT,2,5.71
CYC_0308_P3,CYC_0308,SWING,3,7.04
CYC_0308_P4,CYC_0308,DUMP,4,5.73
CYC_0308_P5,CYC_0308,REPOSITION,5,9.22
CYC_0309_P1,CYC_0309,DIG,1,10.01
CYC_0309_P2,CYC_0309,LIFT,2,5.82
CYC_0309_P3,CYC_0309,SWING,3,6.56
CYC_0309_P4,CYC_0309,DUMP,4,5.56
CYC_0309_P5,CYC_0309,REPOSITION,5,9.98
CYC_0310_P1,CYC_0310,DIG,1,10.28
CYC_0310_P2,CYC_0310,LIFT,2,5.9
CYC_0310_P3,CYC_0310,SWING,3,6.59
CYC_0310_P4,CYC_0310,DUMP,4,5.38
CYC_0310_P5,CYC_0310,REPOSITION,5,10.93
CYC_0311_P1,CYC_0311,DIG,1,10.01
CYC_0311_P2,CYC_0311,LIFT,2,5.87
CYC_0311_P3,CYC_0311,SWING,3,6.68
CYC_0311_P4,CYC_0311,DUMP,4,5.95
CYC_0311_P5,CYC_0311,REPOSITION,5,9.66
CYC_0312_P1,CYC_0312,DIG,1,9.53
CYC_0312_P2,CYC_0312,LIFT,2,5.97
CYC_0312_P3,CYC_0312,SWING,3,6.64
CYC_0312_P4,CYC_0312,DUMP,4,5.66
CYC_0312_P5,CYC_0312,REPOSITION,5,8.74
CYC_0313_P1,CYC_0313,DIG,1,9.55
CYC_0313_P2,CYC_0313,LIFT,2,5.45
CYC_0313_P3,CYC_0313,SWING,3,6.89
CYC_0313_P4,CYC_0313,DUMP,4,5.52
CYC_0313_P5,CYC_0313,REPOSITION,5,9.67
CYC_0314_P1,CYC_0314,DIG,1,9.08
CYC_0314_P2,CYC_0314,LIFT,2,4.84
CYC_0314_P3,CYC_0314,SWING,3,7.53
CYC_0314_P4,CYC_0314,DUMP,4,5.89
CYC_0314_P5,CYC_0314,REPOSITION,5,12.04
CYC_0315_P1,CYC_0315,DIG,1,11.37
CYC_0315_P2,CYC_0315,LIFT,2,6.54
CYC_0315_P3,CYC_0315,SWING,3,7.85
CYC_0315_P4,CYC_0315,DUMP,4,5.2
CYC_0315_P5,CYC_0315,REPOSITION,5,10.21
CYC_0316_P1,CYC_0316,DIG,1,10.53
CYC_0316_P2,CYC_0316,LIFT,2,6.62
CYC_0316_P3,CYC_0316,SWING,3,7.32
CYC_0316_P4,CYC_0316,DUMP,4,5.74
CYC_0316_P5,CYC_0316,REPOSITION,5,9.57
CYC_0317_P1,CYC_0317,DIG,1,9.02
CYC_0317_P2,CYC_0317,LIFT,2,7.89
CYC_0317_P3,CYC_0317,SWING,3,5.2
CYC_0317_P4,CYC_0317,DUMP,4,5.94
CYC_0317_P5,CYC_0317,REPOSITION,5,15.67
CYC_0318_P1,CYC_0318,DIG,1,10.64
CYC_0318_P2,CYC_0318,LIFT,2,6.41
CYC_0318_P3,CYC_0318,SWING,3,7.65
CYC_0318_P4,CYC_0318,DUMP,4,5.72
CYC_0318_P5,CYC_0318,REPOSITION,5,8.85
CYC_0319_P1,CYC_0319,DIG,1,11.15
CYC_0319_P2,CYC_0319,LIFT,2,6.43
CYC_0319_P3,CYC_0319,SWING,3,7.96
CYC_0319_P4,CYC_0319,DUMP,4,5.44
CYC_0319_P5,CYC_0319,REPOSITION,5,10.22
CYC_0320_P1,CYC_0320,DIG,1,9.96
CYC_0320_P2,CYC_0320,LIFT,2,6.24
CYC_0320_P3,CYC_0320,SWING,3,7.1
CYC_0320_P4,CYC_0320,DUMP,4,5.6
CYC_0320_P5,CYC_0320,REPOSITION,5,8.8
CYC_0321_P1,CYC_0321,DIG,1,10.91
CYC_0321_P2,CYC_0321,LIFT,2,6.52
CYC_0321_P3,CYC_0321,SWING,3,7.92
CYC_0321_P4,CYC_0321,DUMP,4,5.7
CYC_0321_P5,CYC_0321,REPOSITION,5,8.97
CYC_0322_P1,CYC_0322,DIG,1,8.88
CYC_0322_P2,CYC_0322,LIFT,2,6.1
CYC_0322_P3,CYC_0322,SWING,3,6.24
CYC_0322_P4,CYC_0322,DUMP,4,5.13
CYC_0322_P5,CYC_0322,REPOSITION,5,12.69
CYC_0323_P1,CYC_0323,DIG,1,11.65
CYC_0323_P2,CYC_0323,LIFT,2,6.44
CYC_0323_P3,CYC_0323,SWING,3,5.2
CYC_0323_P4,CYC_0323,DUMP,4,6.5
CYC_0323_P5,CYC_0323,REPOSITION,5,8.8
CYC_0324_P1,CYC_0324,DIG,1,11.15
CYC_0324_P2,CYC_0324,LIFT,2,6.67
CYC_0324_P3,CYC_0324,SWING,3,5.92
CYC_0324_P4,CYC_0324,DUMP,4,5.85
CYC_0324_P5,CYC_0324,REPOSITION,5,9.12
CYC_0325_P1,CYC_0325,DIG,1,10.94
CYC_0325_P2,CYC_0325,LIFT,2,6.66
CYC_0325_P3,CYC_0325,SWING,3,5.82
CYC_0325_P4,CYC_0325,DUMP,4,5.67
CYC_0325_P5,CYC_0325,REPOSITION,5,7.68
CYC_0326_P1,CYC_0326,DIG,1,11.29
CYC_0326_P2,CYC_0326,LIFT,2,6.64
CYC_0326_P3,CYC_0326,SWING,3,6.19
CYC_0326_P4,CYC_0326,DUMP,4,5.57
CYC_0326_P5,CYC_0326,REPOSITION,5,9.68
CYC_0327_P1,CYC_0327,DIG,1,10.98
CYC_0327_P2,CYC_0327,LIFT,2,6.66
CYC_0327_P3,CYC_0327,SWING,3,5.97
CYC_0327_P4,CYC_0327,DUMP,4,5.28
CYC_0327_P5,CYC_0327,REPOSITION,5,8.64
CYC_0328_P1,CYC_0328,DIG,1,10.98
CYC_0328_P2,CYC_0328,LIFT,2,5.91
CYC_0328_P3,CYC_0328,SWING,3,6.52
CYC_0328_P4,CYC_0328,DUMP,4,5.69
CYC_0328_P5,CYC_0328,REPOSITION,5,8.93
CYC_0329_P1,CYC_0329,DIG,1,10.83
CYC_0329_P2,CYC_0329,LIFT,2,6.59
CYC_0329_P3,CYC_0329,SWING,3,6.12
CYC_0329_P4,CYC_0329,DUMP,4,5.37
CYC_0329_P5,CYC_0329,REPOSITION,5,8.66
CYC_0330_P1,CYC_0330,DIG,1,11.63
CYC_0330_P2,CYC_0330,LIFT,2,6.68
CYC_0330_P3,CYC_0330,SWING,3,6.21
CYC_0330_P4,CYC_0330,DUMP,4,5.8
CYC_0330_P5,CYC_0330,REPOSITION,5,7.66
CYC_0331_P1,CYC_0331,DIG,1,10.74
CYC_0331_P2,CYC_0331,LIFT,2,6.99
CYC_0331_P3,CYC_0331,SWING,3,6.35
CYC_0331_P4,CYC_0331,DUMP,4,6.01
CYC_0331_P5,CYC_0331,REPOSITION,5,8.89
CYC_0332_P1,CYC_0332,DIG,1,10.87
CYC_0332_P2,CYC_0332,LIFT,2,6.65
CYC_0332_P3,CYC_0332,SWING,3,6.43
CYC_0332_P4,CYC_0332,DUMP,4,5.25
CYC_0332_P5,CYC_0332,REPOSITION,5,7.44
CYC_0333_P1,CYC_0333,DIG,1,11.17
CYC_0333_P2,CYC_0333,LIFT,2,6.38
CYC_0333_P3,CYC_0333,SWING,3,6.43
CYC_0333_P4,CYC_0333,DUMP,4,5.9
CYC_0333_P5,CYC_0333,REPOSITION,5,9.49
CYC_0334_P1,CYC_0334,DIG,1,10.92
CYC_0334_P2,CYC_0334,LIFT,2,6.97
CYC_0334_P3,CYC_0334,SWING,3,5.96
CYC_0334_P4,CYC_0334,DUMP,4,5.65
CYC_0334_P5,CYC_0334,REPOSITION,5,8.5
CYC_0335_P1,CYC_0335,DIG,1,11.45
CYC_0335_P2,CYC_0335,LIFT,2,6.35
CYC_0335_P3,CYC_0335,SWING,3,6.01
CYC_0335_P4,CYC_0335,DUMP,4,5.12
CYC_0335_P5,CYC_0335,REPOSITION,5,9.49
CYC_0336_P1,CYC_0336,DIG,1,10.79
CYC_0336_P2,CYC_0336,LIFT,2,6.52
CYC_0336_P3,CYC_0336,SWING,3,6.27
CYC_0336_P4,CYC_0336,DUMP,4,5.58
CYC_0336_P5,CYC_0336,REPOSITION,5,8.24
CYC_0337_P1,CYC_0337,DIG,1,10.86
CYC_0337_P2,CYC_0337,LIFT,2,6.67
CYC_0337_P3,CYC_0337,SWING,3,6.46
CYC_0337_P4,CYC_0337,DUMP,4,5.72
CYC_0337_P5,CYC_0337,REPOSITION,5,9.46
CYC_0338_P1,CYC_0338,DIG,1,11.42
CYC_0338_P2,CYC_0338,LIFT,2,6.1
CYC_0338_P3,CYC_0338,SWING,3,5.91
CYC_0338_P4,CYC_0338,DUMP,4,5.48
CYC_0338_P5,CYC_0338,REPOSITION,5,9.15
CYC_0339_P1,CYC_0339,DIG,1,10.8
CYC_0339_P2,CYC_0339,LIFT,2,6.53
CYC_0339_P3,CYC_0339,SWING,3,6.46
CYC_0339_P4,CYC_0339,DUMP,4,4.95
CYC_0339_P5,CYC_0339,REPOSITION,5,9.5
CYC_0340_P1,CYC_0340,DIG,1,11.31
CYC_0340_P2,CYC_0340,LIFT,2,6.7
CYC_0340_P3,CYC_0340,SWING,3,6.19
CYC_0340_P4,CYC_0340,DUMP,4,6.21
CYC_0340_P5,CYC_0340,REPOSITION,5,9.02
CYC_0341_P1,CYC_0341,DIG,1,11.23
CYC_0341_P2,CYC_0341,LIFT,2,6.43
CYC_0341_P3,CYC_0341,SWING,3,6.06
CYC_0341_P4,CYC_0341,DUMP,4,5.79
CYC_0341_P5,CYC_0341,REPOSITION,5,8.81
CYC_0342_P1,CYC_0342,DIG,1,11.04
CYC_0342_P2,CYC_0342,LIFT,2,6.23
CYC_0342_P3,CYC_0342,SWING,3,6.2
CYC_0342_P4,CYC_0342,DUMP,4,5.62
CYC_0342_P5,CYC_0342,REPOSITION,5,8.95
CYC_0343_P1,CYC_0343,DIG,1,10.95
CYC_0343_P2,CYC_0343,LIFT,2,6.52
CYC_0343_P3,CYC_0343,SWING,3,6.15
CYC_0343_P4,CYC_0343,DUMP,4,5.86
CYC_0343_P5,CYC_0343,REPOSITION,5,9.83
CYC_0344_P1,CYC_0344,DIG,1,10.77
CYC_0344_P2,CYC_0344,LIFT,2,6.55
CYC_0344_P3,CYC_0344,SWING,3,6.55
CYC_0344_P4,CYC_0344,DUMP,4,5.41
CYC_0344_P5,CYC_0344,REPOSITION,5,9.81
CYC_0345_P1,CYC_0345,DIG,1,11.81
CYC_0345_P2,CYC_0345,LIFT,2,6.47
CYC_0345_P3,CYC_0345,SWING,3,6.12
CYC_0345_P4,CYC_0345,DUMP,4,5.45
CYC_0345_P5,CYC_0345,REPOSITION,5,9.17
CYC_0346_P1,CYC_0346,DIG,1,10.68
CYC_0346_P2,CYC_0346,LIFT,2,6.63
CYC_0346_P3,CYC_0346,SWING,3,8.08
CYC_0346_P4,CYC_0346,DUMP,4,5.76
CYC_0346_P5,CYC_0346,REPOSITION,5,9.33
CYC_0347_P1,CYC_0347,DIG,1,11.51
CYC_0347_P2,CYC_0347,LIFT,2,6.34
CYC_0347_P3,CYC_0347,SWING,3,6.91
CYC_0347_P4,CYC_0347,DUMP,4,6.52
CYC_0347_P5,CYC_0347,REPOSITION,5,11.21
CYC_0348_P1,CYC_0348,DIG,1,12.25
CYC_0348_P2,CYC_0348,LIFT,2,6.67
CYC_0348_P3,CYC_0348,SWING,3,7.53
CYC_0348_P4,CYC_0348,DUMP,4,5.29
CYC_0348_P5,CYC_0348,REPOSITION,5,11.75
CYC_0349_P1,CYC_0349,DIG,1,11.39
CYC_0349_P2,CYC_0349,LIFT,2,7.18
CYC_0349_P3,CYC_0349,SWING,3,8.78
CYC_0349_P4,CYC_0349,DUMP,4,6.01
CYC_0349_P5,CYC_0349,REPOSITION,5,10.51
CYC_0350_P1,CYC_0350,DIG,1,11.61
CYC_0350_P2,CYC_0350,LIFT,2,6.02
CYC_0350_P3,CYC_0350,SWING,3,8.35
CYC_0350_P4,CYC_0350,DUMP,4,5.8
CYC_0350_P5,CYC_0350,REPOSITION,5,11.3
CYC_0351_P1,CYC_0351,DIG,1,11.06
CYC_0351_P2,CYC_0351,LIFT,2,6.88
CYC_0351_P3,CYC_0351,SWING,3,9.08
CYC_0351_P4,CYC_0351,DUMP,4,5.44
CYC_0351_P5,CYC_0351,REPOSITION,5,10.63
CYC_0352_P1,CYC_0352,DIG,1,11.83
CYC_0352_P2,CYC_0352,LIFT,2,6.62
CYC_0352_P3,CYC_0352,SWING,3,6.68
CYC_0352_P4,CYC_0352,DUMP,4,6.09
CYC_0352_P5,CYC_0352,REPOSITION,5,12.57
CYC_0353_P1,CYC_0353,DIG,1,12.84
CYC_0353_P2,CYC_0353,LIFT,2,6.32
CYC_0353_P3,CYC_0353,SWING,3,6.6
CYC_0353_P4,CYC_0353,DUMP,4,6.11
CYC_0353_P5,CYC_0353,REPOSITION,5,13.51
CYC_0354_P1,CYC_0354,DIG,1,11.06
CYC_0354_P2,CYC_0354,LIFT,2,6.55
CYC_0354_P3,CYC_0354,SWING,3,7.29
CYC_0354_P4,CYC_0354,DUMP,4,5.47
CYC_0354_P5,CYC_0354,REPOSITION,5,8.95
CYC_0355_P1,CYC_0355,DIG,1,12.04
CYC_0355_P2,CYC_0355,LIFT,2,6.84
CYC_0355_P3,CYC_0355,SWING,3,7.65
CYC_0355_P4,CYC_0355,DUMP,4,5.37
CYC_0355_P5,CYC_0355,REPOSITION,5,12.87
CYC_0356_P1,CYC_0356,DIG,1,11.15
CYC_0356_P2,CYC_0356,LIFT,2,7.14
CYC_0356_P3,CYC_0356,SWING,3,8.6
CYC_0356_P4,CYC_0356,DUMP,4,6.25
CYC_0356_P5,CYC_0356,REPOSITION,5,11.98
CYC_0357_P1,CYC_0357,DIG,1,10.62
CYC_0357_P2,CYC_0357,LIFT,2,6.61
CYC_0357_P3,CYC_0357,SWING,3,6.96
CYC_0357_P4,CYC_0357,DUMP,4,6.42
CYC_0357_P5,CYC_0357,REPOSITION,5,13.59
CYC_0358_P1,CYC_0358,DIG,1,11.76
CYC_0358_P2,CYC_0358,LIFT,2,6.95
CYC_0358_P3,CYC_0358,SWING,3,7.93
CYC_0358_P4,CYC_0358,DUMP,4,5.68
CYC_0358_P5,CYC_0358,REPOSITION,5,11.67
CYC_0359_P1,CYC_0359,DIG,1,13.62
CYC_0359_P2,CYC_0359,LIFT,2,7.52
CYC_0359_P3,CYC_0359,SWING,3,7.61
CYC_0359_P4,CYC_0359,DUMP,4,6.56
CYC_0359_P5,CYC_0359,REPOSITION,5,8.98
CYC_0360_P1,CYC_0360,DIG,1,10.87
CYC_0360_P2,CYC_0360,LIFT,2,6.5
CYC_0360_P3,CYC_0360,SWING,3,7.77
CYC_0360_P4,CYC_0360,DUMP,4,5.48
CYC_0360_P5,CYC_0360,REPOSITION,5,8.76
CYC_0361_P1,CYC_0361,DIG,1,12.95
CYC_0361_P2,CYC_0361,LIFT,2,6.05
CYC_0361_P3,CYC_0361,SWING,3,7.77
CYC_0361_P4,CYC_0361,DUMP,4,5.56
CYC_0361_P5,CYC_0361,REPOSITION,5,11.18
CYC_0362_P1,CYC_0362,DIG,1,10.48
CYC_0362_P2,CYC_0362,LIFT,2,6.46
CYC_0362_P3,CYC_0362,SWING,3,7.53
CYC_0362_P4,CYC_0362,DUMP,4,5.47
CYC_0362_P5,CYC_0362,REPOSITION,5,8.58
CYC_0363_P1,CYC_0363,DIG,1,10.96
CYC_0363_P2,CYC_0363,LIFT,2,6.32
CYC_0363_P3,CYC_0363,SWING,3,7.44
CYC_0363_P4,CYC_0363,DUMP,4,5.71
CYC_0363_P5,CYC_0363,REPOSITION,5,9.0
CYC_0364_P1,CYC_0364,DIG,1,10.82
CYC_0364_P2,CYC_0364,LIFT,2,6.62
CYC_0364_P3,CYC_0364,SWING,3,7.8
CYC_0364_P4,CYC_0364,DUMP,4,5.73
CYC_0364_P5,CYC_0364,REPOSITION,5,8.36
CYC_0365_P1,CYC_0365,DIG,1,10.02
CYC_0365_P2,CYC_0365,LIFT,2,5.84
CYC_0365_P3,CYC_0365,SWING,3,7.03
CYC_0365_P4,CYC_0365,DUMP,4,5.44
CYC_0365_P5,CYC_0365,REPOSITION,5,9.63
CYC_0366_P1,CYC_0366,DIG,1,9.41
CYC_0366_P2,CYC_0366,LIFT,2,6.18
CYC_0366_P3,CYC_0366,SWING,3,6.73
CYC_0366_P4,CYC_0366,DUMP,4,5.94
CYC_0366_P5,CYC_0366,REPOSITION,5,10.43
CYC_0367_P1,CYC_0367,DIG,1,9.1
CYC_0367_P2,CYC_0367,LIFT,2,6.24
CYC_0367_P3,CYC_0367,SWING,3,6.49
CYC_0367_P4,CYC_0367,DUMP,4,4.77
CYC_0367_P5,CYC_0367,REPOSITION,5,9.04
CYC_0368_P1,CYC_0368,DIG,1,9.89
CYC_0368_P2,CYC_0368,LIFT,2,6.74
CYC_0368_P3,CYC_0368,SWING,3,7.41
CYC_0368_P4,CYC_0368,DUMP,4,5.8
CYC_0368_P5,CYC_0368,REPOSITION,5,11.44
CYC_0369_P1,CYC_0369,DIG,1,9.74
CYC_0369_P2,CYC_0369,LIFT,2,5.72
CYC_0369_P3,CYC_0369,SWING,3,6.36
CYC_0369_P4,CYC_0369,DUMP,4,5.57
CYC_0369_P5,CYC_0369,REPOSITION,5,8.74
CYC_0370_P1,CYC_0370,DIG,1,11.33
CYC_0370_P2,CYC_0370,LIFT,2,6.26
CYC_0370_P3,CYC_0370,SWING,3,6.82
CYC_0370_P4,CYC_0370,DUMP,4,5.09
CYC_0370_P5,CYC_0370,REPOSITION,5,11.41
CYC_0371_P1,CYC_0371,DIG,1,10.66
CYC_0371_P2,CYC_0371,LIFT,2,7.33
CYC_0371_P3,CYC_0371,SWING,3,7.06
CYC_0371_P4,CYC_0371,DUMP,4,5.44
CYC_0371_P5,CYC_0371,REPOSITION,5,10.52
CYC_0372_P1,CYC_0372,DIG,1,10.75
CYC_0372_P2,CYC_0372,LIFT,2,4.71
CYC_0372_P3,CYC_0372,SWING,3,7.45
CYC_0372_P4,CYC_0372,DUMP,4,5.69
CYC_0372_P5,CYC_0372,REPOSITION,5,9.34
CYC_0373_P1,CYC_0373,DIG,1,10.85
CYC_0373_P2,CYC_0373,LIFT,2,6.66
CYC_0373_P3,CYC_0373,SWING,3,7.34
CYC_0373_P4,CYC_0373,DUMP,4,6.35
CYC_0373_P5,CYC_0373,REPOSITION,5,10.38
CYC_0374_P1,CYC_0374,DIG,1,10.29
CYC_0374_P2,CYC_0374,LIFT,2,5.76
CYC_0374_P3,CYC_0374,SWING,3,6.64
CYC_0374_P4,CYC_0374,DUMP,4,5.74
CYC_0374_P5,CYC_0374,REPOSITION,5,8.69
CYC_0375_P1,CYC_0375,DIG,1,10.03
CYC_0375_P2,CYC_0375,LIFT,2,6.23
CYC_0375_P3,CYC_0375,SWING,3,7.87
CYC_0375_P4,CYC_0375,DUMP,4,5.71
CYC_0375_P5,CYC_0375,REPOSITION,5,11.74
CYC_0376_P1,CYC_0376,DIG,1,9.69
CYC_0376_P2,CYC_0376,LIFT,2,5.53
CYC_0376_P3,CYC_0376,SWING,3,7.64
CYC_0376_P4,CYC_0376,DUMP,4,5.84
CYC_0376_P5,CYC_0376,REPOSITION,5,7.87
CYC_0377_P1,CYC_0377,DIG,1,9.43
CYC_0377_P2,CYC_0377,LIFT,2,6.31
CYC_0377_P3,CYC_0377,SWING,3,8.27
CYC_0377_P4,CYC_0377,DUMP,4,6.18
CYC_0377_P5,CYC_0377,REPOSITION,5,9.74
CYC_0378_P1,CYC_0378,DIG,1,10.52
CYC_0378_P2,CYC_0378,LIFT,2,6.13
CYC_0378_P3,CYC_0378,SWING,3,6.69
CYC_0378_P4,CYC_0378,DUMP,4,6.96
CYC_0378_P5,CYC_0378,REPOSITION,5,9.97
CYC_0379_P1,CYC_0379,DIG,1,11.6
CYC_0379_P2,CYC_0379,LIFT,2,5.48
CYC_0379_P3,CYC_0379,SWING,3,5.82
CYC_0379_P4,CYC_0379,DUMP,4,6.82
CYC_0379_P5,CYC_0379,REPOSITION,5,9.52
CYC_0380_P1,CYC_0380,DIG,1,9.77
CYC_0380_P2,CYC_0380,LIFT,2,6.06
CYC_0380_P3,CYC_0380,SWING,3,6.84
CYC_0380_P4,CYC_0380,DUMP,4,5.55
CYC_0380_P5,CYC_0380,REPOSITION,5,9.45
CYC_0381_P1,CYC_0381,DIG,1,8.92
CYC_0381_P2,CYC_0381,LIFT,2,5.44
CYC_0381_P3,CYC_0381,SWING,3,8.01
CYC_0381_P4,CYC_0381,DUMP,4,5.36
CYC_0381_P5,CYC_0381,REPOSITION,5,14.09
CYC_0382_P1,CYC_0382,DIG,1,9.46
CYC_0382_P2,CYC_0382,LIFT,2,5.63
CYC_0382_P3,CYC_0382,SWING,3,6.99
CYC_0382_P4,CYC_0382,DUMP,4,5.19
CYC_0382_P5,CYC_0382,REPOSITION,5,9.69
CYC_0383_P1,CYC_0383,DIG,1,10.26
CYC_0383_P2,CYC_0383,LIFT,2,5.72
CYC_0383_P3,CYC_0383,SWING,3,7.15
CYC_0383_P4,CYC_0383,DUMP,4,5.74
CYC_0383_P5,CYC_0383,REPOSITION,5,8.18
CYC_0384_P1,CYC_0384,DIG,1,9.48
CYC_0384_P2,CYC_0384,LIFT,2,5.75
CYC_0384_P3,CYC_0384,SWING,3,7.11
CYC_0384_P4,CYC_0384,DUMP,4,5.62
CYC_0384_P5,CYC_0384,REPOSITION,5,9.6
